"SJALL014946_D1"	"SJALL014947_D1"	"SJALL014949_D1"	"SJALL014950_D1"	"SJALL014952_D1"
"SAMD14"	0	5	1	0	2
"PPP1R9B"	1342	922	893	554	1036
"SGCA"	1	2	2	0	2
"COL1A1"	2	84	17	8	176
"SUMO2P7"	0	0	0	0	13
"TMEM92"	0	3	0	0	0
"TMEM92-AS1"	0	4	2	0	7
"XYLT2"	77	52	131	112	178
"MRPL27"	275	450	315	194	305
"EME1"	104	45	44	54	168
"LRRC59"	903	1127	543	558	576
"ACSF2"	32	38	74	90	36
"MRPS21P9"	0	0	0	0	6
"CHAD"	0	2	3	0	0
"RSAD1"	633	313	315	592	486
"MYCBPAP"	4	3	9	7	3
"EPN3"	1	1	0	0	0
"SPATA20"	309	242	236	312	82
"CACNA1G-AS1"	0	1	0	0	0
"CACNA1G"	0	1	0	0	1
"ABCC3"	0	0	3	0	0
"ANKRD40"	428	445	337	409	329
"LUC7L3"	1543	1599	2044	1732	1128
"ANKRD40CL"	15	5	4	1	1
"MIR8059"	0	114	0	0	95
"WFIKKN2"	0	0	0	0	0
"RPL5P33"	0	0	0	0	2
"TOB1"	3304	2260	1058	548	317
"TOB1-AS1"	2	0	6	2	12
"SPAG9"	187	767	280	129	146
"NME1"	238	74	39	73	147
"NME1-NME2"	0	0	0	0	0
"NME2"	24	26	7	14	26
"MBTD1"	116	122	114	149	126
"UTP18"	393	314	233	212	281
"LINC02071"	0	0	0	0	0
"LINC02073"	0	0	0	0	0
"RPL7P48"	0	147	50	24	10
"CA10"	0	0	0	0	0
"LINC01982"	0	0	0	0	0
"LINC02089"	0	0	0	0	0
"MTCO1P40"	0	249	594	227	475
"RPS2P48"	19	187	17	42	56
"KIF2B"	0	0	0	0	1
"ISCA1P3"	0	0	0	0	0
"ARL2BPP8"	0	0	15	0	0
"RN7SKP14"	0	0	23	0	0
"TOM1L1"	1	0	0	0	5
"COX11"	301	138	101	127	87
"STXBP4"	3	2	6	10	7
"HLF"	0	0	2	0	1
"MMD"	76	137	59	101	117
"SMIM36"	0	0	0	0	0
"RNU6-1249P"	0	0	0	0	0
"TMEM100"	9	2	8	13	0
"PCTP"	30	18	16	39	8
"ANKFN1"	0	0	0	0	0
"RPL39P33"	0	0	0	0	0
"NOG"	1453	110	206	64	161
"C17orf67"	18	9	12	9	40
"DGKE"	383	334	172	146	177
"TRIM25"	153	273	165	70	460
"RNU6-1158P"	0	86	0	0	35
"MIR3614"	0	0	0	0	0
"COIL"	351	239	179	245	211
"SCPEP1"	764	567	192	96	51
"RNF126P1"	0	0	11	0	0
"AKAP1"	122	74	108	85	124
"MSI2"	25	156	241	123	229
"RN7SL449P"	297	1802	4306	1191	3535
"RNU7-134P"	0	145	0	0	0
"CCDC182"	0	0	0	0	9
"RN7SKP94"	0	0	0	0	147
"MRPS23"	237	123	70	107	106
"CUEDC1"	9	6	4	0	2
"VEZF1"	837	1871	902	939	1186
"SRSF1"	2755	2697	2326	1838	2172
"DYNLL2"	862	2170	766	756	628
"OR4D1"	1	3	3	0	1
"MSX2P1"	0	0	0	0	0
"OR4D2"	3	4	0	0	2
"EPX"	27	5	26	1	62
"MKS1"	75	18	36	45	36
"LPO"	0	0	0	0	0
"MPO"	3593	1284	364	252	359
"TSPOAP1"	1973	5066	808	687	1876
"TSPOAP1-AS1"	31	18	46	91	52
"MIR142"	0	0	0	0	0
"MIR4736"	368	199	164	134	247
"SUPT4H1"	8	8	11	5	10
"RNF43"	2	1	1	0	1
"HSF5"	9	5	5	0	5
"SETP3"	0	79	74	60	56
"MTMR4"	529	345	422	467	479
"TEX14"	8	37	7	2	13
"RNU1-108P"	423	57	47	0	0
"RNU1-52P"	0	0	0	0	0
"RAD51C"	38	18	11	26	24
"PPM1E"	0	0	0	0	17
"RNU6-518P"	0	0	0	0	480
"TRIM37"	39	38	39	31	44
"RN7SL716P"	0	0	0	0	0
"SKA2"	80	37	18	37	50
"RNU2-58P"	0	151	166	0	20
"MIR454"	148	160	0	0	33
"MIR301A"	199	539	0	0	134
"PRR11"	70	48	8	26	34
"SPDYE22P"	0	2	0	0	0
"SMG8"	429	556	232	270	288
"GDPD1"	3	6	10	11	5
"SNRPGP17"	0	0	0	28	0
"YPEL2"	427	326	233	169	53
"MIR4729"	2625	3359	2240	782	428
"LINC01476"	0	0	0	0	0
"RNU4-13P"	0	0	2218	1763	3123
"DHX40"	297	532	236	249	213
"CLTC"	1002	1127	593	494	403
"PTRH2"	29	21	26	23	19
"VMP1"	141	178	81	44	34
"MIR21"	0	0	0	0	0
"RNU6-450P"	0	0	0	0	0
"TUBD1"	9	11	17	20	12
"NDUFB8P2"	31	119	14	34	21
"RPS6KB1"	205	456	268	131	137
"RPS29P21"	802	1302	1479	1022	719
"RNFT1"	129	139	107	121	81
"TBC1D3P1-DHX40P1"	0	0	0	0	0
"RNFT1-DT"	0	5	1	0	0
"DHX40P1"	0	0	0	0	0
"TBC1D3P1"	0	0	0	0	0
"HEATR6"	37	30	51	46	69
"MIR4737"	0	229	284	231	285
"WFDC21P"	2	0	0	0	1
"CA4"	1	0	2	1	0
"USP32"	34	37	49	64	30
"SCARNA20"	1434	635	524	1187	438
"RPL12P38"	7	23	3	0	9
"APPBP2"	72	120	67	102	52
"LINC01999"	0	0	0	0	0
"RPSAP66"	0	0	0	0	4
"PPM1D"	170	230	119	118	118
"RNU6-623P"	0	0	0	0	0
"BCAS3"	6	3	8	6	6
"RN7SL606P"	0	94	0	21	130
"KRT18P61"	39	91	315	90	193
"HMGN1P28"	0	25	62	68	178
"RN7SL448P"	0	0	25	62	12
"RPL23AP74"	1190	1093	338	288	331
"TBX2-AS1"	0	0	0	0	0
"TBX2"	0	2	13	5	9
"TBX4"	0	0	0	0	0
"NACA2"	0	206	85	185	90
"BRIP1"	23	23	10	17	22
"INTS2"	70	63	54	69	48
"MED13"	305	594	328	286	295
"RN7SL800P"	0	0	0	0	0
"POLRMTP1"	97	0	55	16	14
"EFCAB3"	0	0	0	0	0
"RNU7-52P"	0	0	0	0	61
"RPS23P7"	22	0	0	0	10
"METTL2A"	43	26	31	37	58
"TLK2"	82	265	131	82	85
"RNU6-446P"	0	0	0	0	108
"PRELID3BP3"	0	0	0	0	13
"MIR633"	0	0	0	0	0
"TRMT112P3"	0	25	0	0	0
"TANC2"	0	1	3	1	8
"CYB561"	259	236	53	45	30
"PPIAP55"	0	0	0	25	0
"ACE"	0	36	2	0	7
"ACE3P"	0	0	0	0	0
"KCNH6"	0	0	0	0	0
"DCAF7"	174	106	175	236	213
"RNU6-288P"	0	0	0	0	0
"TACO1"	113	163	97	88	104
"MAP3K3"	197	855	213	278	139
"EEF1DP7"	3177	5268	2411	4798	1329
"STRADA"	45	87	67	37	56
"LIMD2"	4846	6391	5379	1557	3902
"CCDC47"	288	457	200	186	181
"DDX42"	452	474	431	348	319
"FTSJ3"	757	939	1283	661	939
"PSMC5"	2065	2565	1013	1270	1206
"SMARCD2"	2637	1454	2067	1266	1239
"TCAM1P"	0	1	3	8	4
"CSH2"	0	0	0	0	0
"GH2"	0	0	0	0	2
"CSH1"	0	0	0	0	0
"CSHL1"	0	0	0	0	4
"GH1"	20	0	0	3	30
"CD79B"	3170	1280	3739	5404	3359
"SCN4A"	3	38	20	46	11
"PRR29-AS1"	3	71	67	28	19
"PRR29"	5	58	17	85	8
"ICAM2"	77	103	236	153	105
"ERN1"	24	62	38	18	18
"SNHG25"	1666	1021	351	217	352
"SNORD104"	11299	5850	3403	2683	1487
"SNORA50C"	0	0	0	0	0
"TEX2"	43	42	20	20	23
"RPL31P57"	0	0	20	0	0
"PECAM1"	54	76	62	103	35
"MILR1"	764	94	185	453	83
"POLG2"	282	1196	368	293	223
"ATP5MFP4"	318	68	341	232	85
"DDX5"	42061	52192	40107	34607	26739
"MIR3064"	0	0	0	0	0
"MIR5047"	0	0	0	0	0
"CEP95"	650	1309	797	451	491
"SMURF2"	70	243	63	52	55
"MICOS10P2"	223	1207	66	27	33
"ARHGAP27P1-BPTFP1-KPNA2P3"	35	103	65	17	25
"KPNA2P3"	0	0	0	0	0
"BPTFP1"	0	0	0	0	0
"MIR6080"	0	988	116	94	58
"PLEKHM1P1"	397	1307	693	192	285
"MIR4315-2"	0	0	0	0	0
"RNU7-115P"	1569	2548	2384	800	422
"LRRC37A3"	17	32	63	17	50
"RN7SL404P"	0	0	0	0	27
"RDM1P4"	0	0	0	0	0
"SLC16A6P1"	0	0	0	2	10
"GNA13"	4289	5641	891	1063	698
"RGS9"	75	12	1	44	1
"LINC02563"	0	0	0	0	0
"AXIN2"	8	28	32	65	37
"CEP112"	0	0	2	2	4
"PSMD7P1"	0	16	41	0	27
"APOH"	0	0	0	0	0
"RNA5SP444"	0	0	0	0	0
"PRKCA"	4	4	3	4	3
"RN7SL735P"	0	94	26	63	26
"PRKCA-AS1"	3	0	0	0	0
"RNU6-928P"	0	0	220	0	0
"RNA5SP445"	0	0	0	0	0
"MIR634"	0	0	0	0	39
"CACNG5"	0	0	0	0	0
"RNA5SP446"	0	0	0	0	0
"CACNG4"	0	0	0	0	30
"CACNG1"	0	0	0	0	1
"HELZ"	240	497	244	203	164
"RPL36AP48"	0	0	0	0	0
"RNA5SP447"	0	0	0	0	0
"PSMD12"	459	742	524	271	320
"PITPNC1"	7	9	16	11	51
"RN7SL756P"	63	0	0	0	0
"MIR548D2"	0	0	0	0	0
"MIR548AA2"	0	382	631	257	435
"NOL11"	360	414	299	281	263
"SNORA38B"	12516	12914	10606	10446	16437
"RPSAP67"	0	3	0	0	0
"RPL17P41"	0	0	28	0	0
"BPTF"	184	303	369	262	357
"RN7SL622P"	0	66	55	45	55
"C17orf58"	66	15	15	18	4
"KPNA2"	3261	2749	1044	853	942
"FBXO36P1"	0	0	0	0	0
"LINC00674"	81	74	45	23	9
"LRRC37A16P"	0	0	0	0	0
"SH3GL1P3"	0	0	0	0	0
"RDM1P3"	0	1	2	0	0
"ARHGAP27P2"	0	13	11	54	1689
"AMZ2"	303	150	58	80	53
"ARSG"	5	1	1	1	0
"SLC16A6"	9	8	5	2	0
"WIPI1"	20	12	55	22	4
"MIR635"	174	0	234	63	0
"PRKAR1A"	404	409	406	522	380
"FAM20A"	0	0	1	0	0
"LINC01482"	0	0	0	0	0
"ABCA8"	1	0	1	0	0
"ABCA9-AS1"	0	0	0	0	0
"ABCA9"	638	17	1	0	0
"ABCA6"	6	0	1	0	0
"SEC24AP1"	14	0	6	0	3
"MIR4524B"	0	0	0	0	0
"MIR4524A"	0	134	0	0	0
"ABCA10"	2	1	0	0	0
"ABCA5"	15	52	13	12	3
"SNRPGP4"	0	0	0	0	16
"MAP2K6"	23	2	10	14	12
"LINC01483"	0	0	0	0	0
"LINC01497"	0	0	0	0	1
"LINC01028"	1	0	0	0	0
"KCNJ16"	0	1	1	5	9
"KCNJ2-AS1"	194	30	12	55	203
"KCNJ2"	202	17	8	11	65
"CALM2P1"	193	0	0	0	8
"CASC17"	0	0	0	0	0
"RNU7-155P"	0	0	0	0	0
"MYL6P5"	0	20	33	13	8
"ROCR"	0	0	0	0	0
"LINC01152"	0	0	0	0	0
"SOX9-AS1"	0	0	0	0	0
"LINC02097"	0	0	0	0	0
"SOX9"	3	0	2	0	1
"LINC00511"	0	0	0	0	0
"LINC02003"	0	0	0	0	0
"RPL32P33"	0	0	0	0	0
"SLC39A11"	4	2	4	3	8
"RN7SKP180"	206	1784	921	2195	1017
"POLR3KP2"	0	0	0	0	0
"SSTR2"	1	3	5	0	102
"COG1"	261	466	338	250	333
"FAM104A"	182	285	72	121	138
"C17orf80"	103	88	84	187	91
"CPSF4L"	0	1	0	0	0
"CDC42EP4"	37	288	80	36	73
"SDK2"	26	270	84	39	122
"LINC00469"	0	0	0	0	0
"LINC02092"	0	0	0	0	0
"LINC02074"	0	0	0	0	6
"RPL38"	12432	10279	2785	4299	2779
"TTYH2"	21	77	14	29	11
"DNAI2"	0	0	0	0	0
"KIF19"	0	2	1	0	4
"BTBD17"	0	0	0	0	0
"GPR142"	0	0	0	28	1
"RNA5SP448"	0	250	206	280	69
"GPRC5C"	2	805	11	8	2
"CD300A"	91	73	80	64	20
"CD300LB"	4	0	19	0	2
"CD300C"	30	12	39	0	4
"CD300H"	0	0	17	1	2
"CD300LD"	0	0	1	0	0
"CD300E"	8	10	70	1	27
"RAB37"	60	25	94	35	49
"CD300LF"	9	5	36	16	7
"MIR3615"	0	0	0	0	0
"NAT9"	937	864	635	660	517
"TMEM104"	26	134	51	18	30
"GRIN2C"	0	0	2	0	1
"FDXR"	88	43	30	33	23
"USH1G"	0	2	0	0	0
"OTOP2"	0	0	0	1	0
"OTOP3"	0	0	0	0	1
"HID1"	0	7	3	2	5
"HID1-AS1"	0	0	0	0	0
"CDR2L"	2	9	2	1	3
"MRPL58"	147	90	57	49	70
"RNU6-362P"	0	206	0	0	42
"KCTD2"	104	229	108	136	123
"ATP5PD"	1018	351	291	359	289
"RN7SL573P"	0	33	0	22	373
"TRIM80P"	6	8	7	3	4
"SLC16A5"	38	20	42	41	24
"ARMC7"	15	11	22	22	18
"NT5C"	2931	1670	1300	1414	940
"JPT1"	482	456	138	160	103
"SUMO2"	1013	875	450	724	559
"NUP85"	198	404	172	182	222
"GGA3"	237	326	366	217	261
"MRPS7"	883	866	542	719	502
"MIF4GD"	301	170	180	268	272
"SLC25A19"	117	171	78	41	62
"GRB2"	527	454	253	163	196
"MIR3678"	0	98	81	0	0
"RNU6-938P"	0	0	0	0	0
"TMEM94"	127	87	169	120	189
"MIR6785"	0	0	0	0	0
"CASKIN2"	45	43	62	119	199
"TSEN54"	291	173	125	220	296
"LLGL2"	21	33	58	27	59
"MYO15B"	747	2356	3566	1779	2886
"RECQL5"	62	22	57	74	65
"SMIM5"	46	148	269	94	206
"SMIM6"	9	47	43	17	15
"SAP30BP"	312	946	543	267	332
"ITGB4"	2	4	3	5	2
"GALK1"	183	605	98	88	103
"MIR4738"	0	0	0	0	0
"UNK"	148	173	243	209	236
"UNC13D"	2093	655	937	541	525
"WBP2"	354	206	294	289	294
"TRIM65"	299	159	252	196	281
"MRPL38"	141	169	131	117	132
"FBF1"	12	12	21	22	131
"ACOX1"	216	245	166	245	303
"TEN1-CDK3"	0	3	3	2	3
"TEN1"	0	1	0	0	0
"CDK3"	9	12	1	21	7
"EVPL"	616	5	320	53	5
"SRP68"	159	158	76	89	96
"ZACN"	0	0	2	1	0
"GALR2"	0	0	8	4	6
"EXOC7"	442	278	516	498	508
"MIR6868"	0	0	0	108	0
"FOXJ1"	0	13	16	10	36
"RNF157-AS1"	1	1	0	1	1
"RNF157"	1	4	4	6	5
"ATP5MGP6"	0	0	0	0	25
"ATF4P3"	80	382	272	251	172
"UBALD2"	3179	4736	2678	2288	4737
"QRICH2"	25	38	62	44	82
"PRPSAP1"	37	21	27	46	35
"RNU6-24P"	0	0	0	0	35
"SPHK1"	57	1251	27	19	18
"UBE2O"	93	233	132	95	126
"RPL7P49"	407	791	600	200	322
"AANAT"	2	0	1	0	0
"RHBDF2"	215	390	457	62	296
"CYGB"	46	2187	1010	260	15
"PRCD"	13	76	95	113	8
"SNHG16"	268	265	52	78	37
"SNORD1C"	0	0	0	0	0
"SNORD1B"	816	663	0	371	91
"SNORD1A"	0	0	0	0	0
"ST6GALNAC2"	0	5	4	0	3
"ST6GALNAC1"	0	3	6	1	0
"RNU6-227P"	0	0	0	0	0
"MXRA7"	101	638	215	22	62
"RNY4P36"	713	2704	1674	0	400
"JMJD6"	1338	2932	1031	417	661
"METTL23"	186	83	186	152	118
"SRSF2"	25039	35029	16396	12174	10851
"MFSD11"	57	73	138	97	52
"MIR636"	0	0	0	0	0
"RNU6-97P"	493	178	514	59	147
"LINC02080"	8	5	19	12	3
"LINC00868"	0	3	3	1	2
"MGAT5B"	0	4	10	4	45
"SNHG20"	128	72	39	16	66
"SEC14L1"	70	350	126	19	77
"SCARNA16"	0	0	0	0	0
"MIR6516"	0	0	0	0	0
"RNU4-47P"	0	0	0	0	33
"CYCSP40"	0	15	0	0	0
"MIR4316"	0	0	0	0	0
"LINC01987"	0	0	5	0	8
"LINC01973"	4	4	11	4	8
"RNU1-80P"	0	0	0	0	0
"TNRC6C"	2	25	71	28	84
"UBE2V2P2"	0	0	0	0	0
"RNU6-625P"	0	173	0	0	0
"TMC6"	571	1112	1316	440	167
"TMC8"	1966	1876	1825	672	300
"C17orf99"	1	7	3	0	3
"EIF5AP2"	9	26	39	0	15
"SYNGR2"	606	563	654	516	849
"TK1"	275	175	55	118	189
"AFMID"	101	17	19	26	28
"BIRC5"	627	336	65	193	451
"TMEM235"	0	0	0	0	0
"THA1P"	0	3	0	0	0
"LINC01993"	0	2	1	0	0
"SOCS3"	421	5406	1320	724	409
"RN7SL236P"	0	0	0	0	0
"PGS1"	110	215	131	105	103
"DNAH17"	0	1	1	0	2
"DNAH17-AS1"	0	1	5	0	4
"RN7SL454P"	0	0	0	25	31
"SCAT1"	0	18	17	0	10
"CYTH1"	256	1266	786	126	247
"RNU6-638P"	6582	21822	15887	1797	3617
"RPL9P29"	0	210	16	0	16
"TIMP2"	9	125	36	11	38
"CEP295NL"	38	591	194	37	179
"LGALS3BP"	2438	1931	1227	484	1139
"CANT1"	217	648	280	333	335
"C1QTNF1-AS1"	0	0	0	0	0
"C1QTNF1"	1	8	0	0	0
"ENGASE"	686	743	598	332	559
"RBFOX3"	0	0	0	0	0
"MIR4739"	0	0	207	84	0
"LINC02078"	0	0	1	0	0
"ENPP7"	7	5	2	6	1
"CBX2"	206	679	179	1092	225
"CBX8"	83	156	53	83	25
"LINC01977"	0	1	0	2	0
"CBX4"	5661	22782	1715	2217	1537
"LINC01979"	2	213	9	4	8
"LINC01978"	0	0	2	0	0
"TBC1D16"	84	253	44	41	22
"CCDC40"	0	1	0	0	1
"MIR1268B"	0	0	0	0	77
"GAA"	40	179	85	126	194
"EIF4A3"	958	2822	1422	541	1028
"CARD14"	0	0	0	0	3
"SGSH"	77	135	54	118	58
"SLC26A11"	17	21	14	16	5
"ENDOV"	33	31	36	41	77
"MIR4730"	0	366	101	0	557
"NPTX1"	10	87	34	1	12
"RPL32P31"	0	0	0	15	0
"RPTOR"	37	61	35	13	57
"RPL31P7"	0	0	0	0	0
"RPL12P37"	274	520	720	124	1824
"CHMP6"	83	62	101	84	98
"BAIAP2-DT"	53	12	30	298	14
"BAIAP2"	2	36	8	4	4
"AATK"	1	1	3	3	4
"MIR657"	0	0	78	0	0
"MIR3065"	0	0	0	0	48
"MIR338"	0	0	0	0	0
"MIR1250"	0	0	0	110	0
"PVALEF"	0	0	0	0	0
"CEP131"	117	121	61	114	136
"TEPSIN"	644	1347	736	666	761
"NDUFAF8"	862	672	517	594	606
"SLC38A10"	185	53	254	179	288
"LINC00482"	0	0	4	0	0
"BAHCC1"	438	259	681	303	1049
"MIR4740"	0	0	0	0	306
"MIR3186"	0	0	0	0	0
"LINC01971"	129	184	50	29	76
"ACTG1"	22154	26964	7131	7342	4967
"FSCN2"	5	17	102	12	108
"FAAP100"	375	358	313	250	309
"NPLOC4"	132	360	151	157	124
"TSPAN10"	1	0	5	18	2
"OXLD1"	1335	550	663	1474	775
"CCDC137"	312	490	225	285	342
"ARL16"	1214	822	745	1466	674
"HGS"	758	2613	698	584	802
"MIR6786"	0	0	0	0	0
"MRPL12"	65	57	21	49	78
"SLC25A10"	23	63	18	24	43
"GCGR"	0	3	0	0	4
"MCRIP1"	340	245	225	311	237
"PPP1R27"	32	105	29	3	12
"P4HB"	1306	2356	868	931	1009
"ARHGDIA"	6289	13577	10469	3846	7758
"ALYREF"	3275	4035	1545	2247	2209
"ANAPC11"	441	167	84	156	152
"NPB"	0	21	14	5	3
"PCYT2"	315	291	172	162	259
"SIRT7"	594	721	538	292	511
"MAFG"	999	2070	641	318	371
"PYCR1"	287	99	18	30	120
"MYADML2"	0	0	0	0	4
"NOTUM"	1	0	0	0	0
"ASPSCR1"	108	84	210	68	85
"CENPX"	363	151	106	198	211
"LRRC45"	460	202	228	237	468
"RAC3"	67	544	134	112	273
"DCXR"	1429	902	415	283	490
"DCXR-DT"	11	0	5	4	5
"RFNG"	737	817	705	820	812
"GPS1"	1375	1205	814	985	1028
"DUS1L"	1389	2500	1125	954	1086
"FASN"	729	5895	1302	254	849
"CCDC57"	47	74	50	22	38
"SLC16A3"	69	203	165	19	22
"MIR6787"	0	0	0	0	0
"CSNK1D"	392	4013	1576	379	640
"LINC01970"	18	79	109	15	38
"CD7"	68	321	254	241	291
"SECTM1"	3	17	80	5	20
"TEX19"	0	0	0	0	0
"UTS2R"	0	0	0	0	106
"OGFOD3"	45	82	66	63	72
"HEXD"	170	124	263	264	219
"HEXD-IT1"	46	121	87	44	81
"CYBC1"	630	589	1420	1581	1428
"NARF"	357	1842	454	395	543
"NARF-AS1"	0	6	0	0	0
"NARF-IT1"	696	6052	1151	765	1264
"FOXK2"	43	447	90	94	94
"WDR45B"	429	573	418	319	205
"RAB40B"	22	10	5	7	5
"MIR4525"	229	123	0	0	0
"FN3KRP"	169	277	143	129	166
"FN3K"	15	10	13	15	14
"TBCD"	54	88	80	52	145
"ZNF750"	0	1	0	0	1
"B3GNTL1"	16	24	12	18	9
"METRNL"	66	2333	484	49	329
"RPL23AP87"	0	3	0	1	0
"LINC02564"	0	0	0	0	0
"IL9RP4"	0	0	0	0	0
"MIR8078"	0	221	0	0	45
"USP14"	245	386	138	125	97
"THOC1"	403	494	329	360	359
"COLEC12"	1	0	0	1	0
"LINC01925"	0	0	0	0	0
"CETN1"	0	0	0	0	0
"RN7SKP146"	0	0	0	0	0
"CLUL1"	0	0	0	0	0
"TYMSOS"	6	1	1	4	7
"TYMS"	336	185	88	218	378
"ENOSF1"	76	51	71	104	30
"YES1"	7	32	104	99	3
"RNU1-109P"	0	377	3217	4566	26
"BOLA2P1"	0	0	0	53	0
"ADCYAP1"	0	0	1	0	0
"LINC01904"	0	0	0	0	1
"COX6CP3"	0	0	0	0	0
"LINC00470"	0	0	0	0	0
"RN7SKP72"	0	0	0	0	0
"METTL4"	41	21	49	51	37
"NDC80"	101	69	38	52	82
"KATNBL1P3"	0	7	0	0	0
"RNU6-340P"	0	86	0	0	0
"SMCHD1"	394	1077	1441	509	364
"EMILIN2"	26	139	35	28	109
"LPIN2"	38	64	55	67	103
"SNRPCP4"	0	0	0	0	0
"MYOM1"	3	2	4	4	15
"RNU7-25P"	0	0	0	0	0
"MYL12A"	4013	2889	925	1030	1131
"MYL12B"	1086	850	457	667	545
"LINC01895"	0	0	0	0	0
"RPL31P59"	0	0	0	0	0
"IGLJCOR18"	0	0	0	0	0
"RPL21P127"	0	0	0	12	7
"TGIF1"	161	202	87	143	88
"BOD1P1"	38	0	0	0	0
"GAPLINC"	2	5	0	0	1
"DLGAP1"	0	0	0	0	0
"RN7SL39P"	0	0	0	0	0
"DLGAP1-AS1"	25	29	62	61	25
"DLGAP1-AS2"	23	27	24	9	9
"DLGAP1-AS3"	0	0	0	0	0
"MIR6718"	0	0	0	0	0
"RNU6-831P"	0	0	0	0	0
"DLGAP1-AS4"	0	0	0	0	0
"GAPDHP66"	0	0	0	0	0
"DLGAP1-AS5"	0	0	0	0	0
"PPIAP14"	0	0	0	12	0
"LINC01892"	0	1	1	0	0
"BOD1P2"	0	0	0	0	0
"AKAIN1"	0	0	0	0	0
"LINC00526"	108	39	36	55	32
"LINC00667"	43	52	71	100	38
"ZBTB14"	445	159	232	428	272
"EPB41L3"	1	0	1	0	0
"MIR3976HG"	0	0	0	0	0
"MIR3976"	0	0	0	0	0
"TMEM200C"	4	1	1	0	1
"L3MBTL4"	2	5	14	0	3
"RNU5F-3P"	0	0	457	0	32
"L3MBTL4-AS1"	8	6	3	0	0
"MIR4317"	0	143	0	0	0
"RNU6-349P"	0	0	0	0	0
"RPL6P27"	1300	890	213	473	266
"LINC01387"	0	0	0	0	0
"RN7SL282P"	0	0	0	0	0
"ARHGAP28"	0	0	0	0	0
"LINC00668"	0	1	0	0	0
"SCML2P1"	0	0	5	0	3
"RNU6-916P"	0	0	0	0	0
"LAMA1"	0	0	0	0	0
"SLC25A51P2"	0	0	0	0	4
"LRRC30"	0	0	0	0	0
"PTPRM"	0	0	0	1	0
"COP1P1"	0	4	6	5	3
"RN7SL50P"	0	0	0	0	12
"THEMIS3P"	0	0	0	0	0
"AKR1B1P6"	0	0	0	0	0
"RAB12"	139	446	154	96	113
"TOMM20P3"	0	0	0	0	88
"GACAT2"	0	0	60	1	80
"MTCL1"	3	61	488	61	1018
"RPS4XP19"	0	0	0	0	0
"NDUFV2"	360	570	227	207	133
"NDUFV2-AS1"	26	51	58	59	33
"ANKRD12"	123	503	194	112	103
"TWSG1"	24	106	32	42	22
"RALBP1"	183	149	84	161	99
"RNU2-27P"	0	0	0	0	0
"PPP4R1"	162	341	207	209	163
"PPP4R1-AS1"	4	15	5	9	4
"RNU6-903P"	0	0	0	0	0
"KRT18P8"	0	0	0	0	0
"RAB31"	5	0	5	3	1
"ZNF415P1"	12	0	5	4	2
"RN7SL862P"	0	0	0	0	0
"RNA5SP449"	0	0	0	0	0
"PIGPP4"	0	0	0	20	0
"TXNDC2"	0	0	6	1	2
"VAPA"	1166	1131	658	566	455
"RNA5SP450"	2349	1907	1425	1527	1694
"LINC01254"	0	0	2	1	3
"APCDD1"	8	9	14	12	42
"NAPG"	294	770	312	260	265
"LINC01887"	0	0	0	0	0
"PMM2P1"	0	0	0	8	5
"PIEZO2"	0	0	0	0	1
"KIAA0895LP1"	0	0	1	0	0
"MIR6788"	0	0	0	0	0
"LINC01928"	0	0	0	0	0
"LINC01255"	0	0	0	0	0
"SLC35G4"	0	0	0	0	0
"NPIPB1P"	0	0	0	0	0
"MIR7153"	302	0	0	0	0
"GNAL"	0	0	0	0	0
"ASNSP6"	0	0	0	0	0
"CHMP1B"	5111	4316	7180	5637	5372
"CHMP1B-AS1"	0	20	11	4	11
"MPPE1"	175	69	130	124	73
"IMPA2"	40	17	13	6	17
"ANKRD62"	0	0	0	0	0
"RNU6-324P"	0	0	0	0	0
"SDHDP1"	35	0	32	0	0
"PPIAP56"	0	0	0	0	0
"CIDEA"	0	0	0	0	0
"RNU6-170P"	0	0	0	0	0
"TUBB6"	73	159	360	5	237
"AFG3L2"	269	294	135	132	129
"RNU7-129P"	0	0	0	0	0
"PRELID3A"	25	10	7	4	24
"SPIRE1"	0	0	0	0	1
"PSMG2"	157	161	53	80	74
"CEP76"	100	132	48	86	65
"PTPN2"	84	117	52	29	146
"STK25P1"	0	0	9	0	99
"EIF4A2P1"	0	17	85	29	25
"SEH1L"	274	335	163	163	258
"CEP192"	156	149	121	141	152
"LDLRAD4"	71	123	170	149	219
"C18orf15"	100	2325	1609	411	1164
"LDLRAD4-AS1"	0	3	1	0	0
"MIR5190"	858	3019	15439	12111	6064
"MIR4526"	197	640	2114	1866	1768
"FAM210A"	36	71	42	39	24
"RN7SL362P"	700	448	370	371	171
"RNMT"	647	1012	470	360	334
"MC5R"	0	0	4	0	2
"MC2R"	0	0	0	0	0
"ZNF519"	23	21	20	24	29
"FRG2LP"	0	0	14	0	0
"NF1P5"	0	0	1	0	0
"RNU6-316P"	0	0	0	0	35
"RHOT1P1"	0	0	46	76	105
"TERF1P2"	0	0	68	5	18
"FEM1AP2"	0	9	7	0	7
"LONRF2P1"	0	0	0	0	0
"CXADRP3"	0	0	0	0	0
"GRAMD4P7"	0	0	0	3	0
"POTEC"	0	0	0	0	0
"RNU6-1021P"	0	0	0	0	0
"OR4K7P"	0	0	16	0	0
"OR4K8P"	0	0	0	5	0
"SNX19P3"	5	0	2	2	0
"VN1R74P"	0	0	0	0	0
"GTF2IP8"	0	0	0	1	0
"ANKRD30B"	0	0	0	113	0
